公司或商業登記名稱,公司統一編號,業者地址,食品業者登錄字號,登錄項目
雙林麥香早餐店,26204275,台北市信義區永吉路180巷64號1樓,A-200105341-00001-4,餐飲場所
圓圓屋早餐店,38554992,台北市信義區吳興街284巷18弄5號1樓,A-200105358-00001-2,餐飲場所
靜妤早餐店,42297320,台北市信義區吳興街284巷7之5號,A-200105457-00001-2,餐飲場所
周家豆腐捲,26386633,台北市信義區光復南路419巷106號,A-200105466-00002-3,餐飲場所
阿姨家小吃店,38573317,台北市信義區吳興街284巷5之9號,A-200105491-00002-1,餐飲場所
福堂永和豆漿,,台北市信義區莊敬路317號1樓,A-200105584-00001-3,餐飲場所
三口品股份有限公司,,台北市信義區忠孝東路四段553巷26號,A-200107450-00002-8,餐飲場所
香大王食舖,31997661,台北市信義區新仁里忠孝東路四段５５９巷１６弄２２號,A-200107711-00004-0,餐飲場所
三水江烤肉店,,台北市信義區虎林街82巷29號,A-200107958-00001-0,餐飲場所
北方麵館,,台北市信義區虎林街82巷27號之1,A-200107960-00001-3,餐飲場所
大鮮小吃店,81779850,台北市信義區林口街88號,A-200129277-00001-8,餐飲場所
亞卡默可可松菸有限公司,,台北市信義區菸廠路88號,A-200129289-00001-1,餐飲場所
興城小吃店,31972922,台北市信義區三張里吳興街２６１號１樓,A-200129740-00001-3,餐飲場所
鑫義豆漿店,42509632,台北市信義區信義路6段74號1樓,A-200130076-00001-7,餐飲場所
松德恩早餐店,26223081,台北市信義區松德路223號1樓,A-200130097-00001-0,餐飲場所
周記北平饀餅粥店,14718546,台北市信義區信義路6段82號1樓,A-200130633-00001-6,餐飲場所
韓將國際有限公司,43905239,台北市信義區基隆路1段127號1樓,A-200130803-00001-5,餐飲場所
康園企業社,14721795,台北市信義區虎林街132巷2號,A-200130866-00001-4,餐飲場所
艺禾有限公司,50802011,台北市信義區菸廠路88號B1,A-200130986-00003-9,餐飲場所
瑋哥雞肉館,88352900,台北市信義區吳興街156巷25弄1号1樓,A-200248431-00001-2,餐飲場所
秋記熗鍋麵,,台北市信義區松山路615巷3號,A-200249212-00001-0,餐飲場所
朝日食光食堂,88312605,台北市信義區信安街135號1樓,A-200249332-00001-3,餐飲場所
東之香商行,88310493,台北市信義區松山路315-1號,A-200249510-00001-1,餐飲場所
莊敬飲食小舖,88088521,台北市信義區莊敬路381號1樓,A-200249798-00001-9,餐飲場所
雲山水莊園咖啡民宿,02914184,台北市信義區市府路1號B1,A-200250391-00001-0,餐飲場所
小凱悅南村麵館,25680449,台北市信義區景新里莊敬路１７８巷１４號１樓,A-200250472-00001-0,餐飲場所
老墨廚房（信義店）,,台北市信義區虎林街132巷51號1樓,A-200250741-00001-9,餐飲場所
貝蒂碧瓷演藝經紀有限公司,83225645,台北市信義區松壽路12號7樓、8樓,A-200250845-00001-4,餐飲場所
三山小吃店,88311991,台北市信義區松仁路217號,A-202259379-00001-7,餐飲場所
海肯商行,88376488,台北市信義區和平東路3段291號1樓,A-202259516-00001-0,餐飲場所
元鍋有限公司,27355551,台北市信義區莊敬路178巷12號,A-202259526-00001-1,餐飲場所
昇刻雞肉餐坊,88230029,台北市信義區永吉路326巷17號1樓,A-202259544-00001-1,餐飲場所
延輝有限公司,94130499,台北市信義區基隆路2段131之5號,A-202260020-00001-2,餐飲場所
安童小吃店,25583018,台北市信義區嘉興街216巷3、5號,A-202260138-00001-2,餐飲場所
捌陸玖商號,42277318,台北市信義區松隆路64號,A-202260267-00001-5,餐飲場所
另一邊餐酒館,88289007,台北市信義區松德路12之1號及12之1號2樓,A-202260448-00001-6,餐飲場所
越越南料理,,台北市信義區忠孝東路五段790巷67號,A-202260749-00001-0,餐飲場所
愛魅客股份有限公司,24705176,台北市信義區信義路6段82之1號,A-202260977-00001-3,餐飲場所
魚清小火鍋,76360567,台北市信義區永吉路345號1樓,A-202260980-00001-7,餐飲場所
松隆資訊館,26348483,台北市信義區松隆路90號,A-202261006-00001-7,餐飲場所
綻花暖日商行,88200926,台北市信義區基隆路1段37巷18號,A-202261012-00001-4,餐飲場所
市政府炒飯專賣,,台北市信義區忠孝東路5段15巷155號,A-202261402-00001-7,餐飲場所
頂紅風味小火鍋,76358767,台北市信義區松山路556號,A-202261495-00001-9,餐飲場所
越泰軒,26373264,台北市信義區吳興街269巷24號1樓,A-202261873-00001-9,餐飲場所
阿克米餐飲有限公司,,台北市信義區信義路五段16號-1,A-202280199-00001-1,餐飲場所
花寓設計工作室,42421480,台北市信義區吳興街284巷24弄61號,A-202280378-00001-0,餐飲場所
柏克福股份有限公司信義分店,88397842,台北市信義區信義路６段８９號１樓,A-202280488-00001-2,餐飲場所
羚北國際有限公司,93925479,台北市信義區松山路531號,A-202280528-00001-7,餐飲場所
包美有限公司,54645555,台北市信義區逸仙路32巷9號,A-202280821-00001-3,餐飲場所
醬波滷味,93190286,台北市信義區莊敬路417號,A-202281008-00001-1,餐飲場所
珍珍牛肉麵,42296379,台北市信義區忠孝東路5段743巷11號,A-202281208-00001-3,餐飲場所
湖南麻辣香滷,,台北市信義區莊敬路288號,A-202281696-00001-4,餐飲場所
硯軒咖啡,42351597,台北市信義區松德路51號,A-202281753-00001-8,餐飲場所
蘭丸美食館信義店,93160298,台北市信義區興雅里忠孝東路５段１８３號１樓,A-202281782-00001-0,餐飲場所
府城小食,00509635,台北市信義區松山路541巷24號,A-202281891-00001-1,餐飲場所
伯斯悟有限公司,95487158,台北市信義區市民大道6段108號1樓,A-202281947-00001-3,餐飲場所
藝禪有限公司,96840684,台北市信義區松山路287巷52號,A-202282216-00001-3,餐飲場所
吉米飯有限公司,00104894,台北市信義區吳興街152號1樓,A-202293668-00001-6,餐飲場所
慶林鐵板燒,31895405,台北市信義區大仁里林口街４０號,A-202293782-00001-3,餐飲場所
夏樂食豐鐵板燒,88368760,台北市信義區信義路6段119號,A-202293968-00001-9,餐飲場所
韓吃風味餐館,95133445,台北市信義區忠孝東路5段68號4樓,A-202294160-00001-4,餐飲場所
倆碼子雞湯粥,,台北市信義區吳興街227之3號1樓前面,A-202294996-00001-1,餐飲場所
原食味國際餐飲有限公司,00010876,台北市信義區松壽路11號B2F,A-202295350-00001-6,餐飲場所
聯亭餐飲有限公司台北信義店,95373710,台北市信義區松壽路11號B2F,A-202295482-00001-2,餐飲場所
邱記涼麵,25624600,台北市信義區三張里吳興街２８１巷１號１樓,A-202325715-00001-5,餐飲場所
佳宏韓食有限公司,89186654,台北市信義區和平東路3段367號1樓,A-202325812-00001-3,餐飲場所
旬成食所,00561771,台北市信義區信義路四段450巷3號1樓,A-202325941-00001-6,餐飲場所
極度餐飲國際股份有限公司,60464859,台北市信義區基隆路2段14號1樓,A-202326035-00001-1,餐飲場所
極度餐飲國際股份有限公司,60464859,台北市信義區基隆路2段14號2樓,A-202326035-00002-2,餐飲場所
只要有心食品工作室,00624500,台北市信義區基隆路二段131-24號,A-202326136-00001-3,餐飲場所
丁媽無刺虱目魚店,10319700,台北市信義區三張里莊敬路４２３巷７弄１７號,A-202326207-00001-2,餐飲場所
築田便當,88205773,台北市信義區興雅里忠孝東路5段191號,A-202326303-00001-9,餐飲場所
鵝肉龍小吃店,31887051,台北市信義區大仁里林口街４４號１樓,A-202326714-00001-5,餐飲場所
嘉義傳統豆花店,48826065,台北市信義區永吉路30巷158弄2號,A-202326865-00001-2,餐飲場所
早安大飯糰,,台北市信義區永吉路30巷167弄1號,A-202327159-00001-9,餐飲場所
辰玟貿易有限公司,60351623,台北市信義區松智路17號B2-27櫃,A-202327160-00001-1,餐飲場所
匠人食堂,93200756,台北市信義區莊敬路373號1樓,A-202327161-00001-2,餐飲場所
花路捲捲商行,88221979,台北市信義區忠孝東路4段553巷6弄12號,A-202327402-00001-0,餐飲場所
森豚商行,,台北市信義區莊敬路373號,A-202335849-00001-4,餐飲場所
苑裡榕樹下肉羹小吃部,00651702,台北市信義區吳興街217號1樓,A-202336340-00001-1,餐飲場所
早饗,,台北市信義區忠孝東路5段492巷18號,A-202336931-00001-7,餐飲場所
泰和商行,26338197,台北市信義區莊敬路206號1樓,A-202336995-00001-7,餐飲場所
宜佳意麵店,88206442,台北市信義區永吉路278巷10號1樓,A-202337107-00001-3,餐飲場所
好好吃脆皮燒肉越式法國麵包,,台北市信義區永吉路30巷111號,A-202337289-00001-4,餐飲場所
食轉國際有限公司,60351877,台北市信義區基隆路一段147巷5弄5號1樓,A-202337352-00001-5,餐飲場所
功夫涼麵,,台北市信義區福德街101號,A-202337527-00001-9,餐飲場所
美漾福德商行,00632754,台北市信義區永吉路30巷79號,A-202337894-00001-6,餐飲場所
出外人小吃店,25563152,台北市信義區吳興街100號,A-278963387-00001-1,餐飲場所
玉里傳統小吃店,,台北市信義區廣居里虎林街１２１號,A-278963418-00001-6,餐飲場所
盒你胃手作餐盒,88163181,台北市信義區嘉興街10號,A-278964220-00001-8,餐飲場所
小川珈琲所,93147182,台北市信義區吳興街39號,A-278964986-00001-7,餐飲場所
樂晴咖哩店,88223934,台北市信義區忠孝東路4段559巷16弄19號,A-202278095-00001-3,餐飲場所
泰霖青草茶酸梅湯專賣,,台北市信義區林口街3號,A-202278765-00001-7,餐飲場所
那對夫妻胡椒餅 信義店,,台北市信義區松山路512號,A-202278797-00001-2,餐飲場所
尚甫小舖,38504425,台北市信義區國業里信義路6段121號,A-202278841-00001-2,餐飲場所
金華雞蛋糕,,台北市信義區永吉路134號,A-202279069-00009-3,餐飲場所
金華雞蛋糕,,台北市信義區松信路64號,A-202279069-00010-5,餐飲場所
合食餐飲顧問股份有限公司,55679567,台北市信義區新竹縣竹北市福興東路一段261號1樓,A-155679567-00038-9,餐飲場所
握握餐飲股份有限公司,55680728,台北市信義區吳興街55號1樓,A-155680728-00001-0,餐飲場所
共樂遊有限公司,55734837,台北市信義區基隆路二段133號,A-155734837-00006-6,餐飲場所
共樂遊有限公司,55734837,台北市信義區松高路11號B2(櫃位102-1),A-155734837-00009-9,餐飲場所
大師兄餐飲國際有限公司,55742288,台北市信義區松壽路11號B2,A-155742288-00001-0,餐飲場所
艾爾蘭有限公司,55742610,台北市信義區松壽路18號1樓,A-155742610-00015-4,餐飲場所
岸可管理顧問有限公司,55760665,台北市信義區信義路5段16號之1,A-155760665-00001-9,餐飲場所
滿鑫閣餐飲有限公司,55787236,台北市信義區莊敬路401號1樓,A-155787236-00001-2,餐飲場所
翔嘉有限公司,55798037,台北市信義區莊敬路409號1樓,A-155798037-00001-3,餐飲場所
台北世界貿易中心國際貿易大樓股份有限公司台北分公司,70762683,台北市信義區基隆路一段333號,A-170762683-00001-8,餐飲場所
香港商赫士盟食品企業有限公司台北分公司,70817462,台北市信義區松壽路22號2樓,A-170817462-00001-4,餐飲場所
炭修商行,72912771,台北市信義區基隆路1段188號,A-172912771-00001-5,餐飲場所
珍秀食品行,72912940,台北市信義區松壽路20號2樓,A-172912940-00002-4,餐飲場所
花意空間花苑,81734432,台北市信義區松高路12號,A-181734432-00001-1,餐飲場所
大笠飲食商行,82142983,台北市信義區松仁路253巷1弄2號,A-182142983-00002-7,餐飲場所
樂兔洋食行,82232204,台北市信義區松壽路11號B2,A-182232204-00001-2,餐飲場所
頑味國際餐飲股份有限公司,82773117,台北市信義區忠孝東路4段505號7樓,A-182773117-00008-2,餐飲場所
沐京有限公司,82786648,台北市信義區吳興街235號一樓,A-182786648-00113-2,餐飲場所
一品青有限公司,82787169,台北市信義區永吉路30巷157弄2號,A-182787169-00010-7,餐飲場所
宏庭幸福股份有限公司,82798335,台北市信義區信義路五段7號35樓,A-182798335-00007-0,餐飲場所
宏庭幸福股份有限公司,82798335,台北市信義區松仁路100號2樓,A-182798335-00012-6,餐飲場所
宏庭幸福股份有限公司,82798335,台北市信義區基隆路一段200號B1,A-182798335-00028-3,餐飲場所
台北標誌性地點股份有限公司,82798594,台北市信義區松智路17號48樓,A-182798594-00001-1,餐飲場所
圻陽餐飲股份有限公司,82798877,台北市信義區忠孝東路四段505號B2/B-035,A-182798877-00005-9,餐飲場所
品匯餐飲股份有限公司,82799073,台北市信義區市府路45號4樓,A-182799073-00001-4,餐飲場所
品匯餐飲股份有限公司,82799073,台北市信義區市府路45號B1樓,A-182799073-00002-5,餐飲場所
瑋恩國際餐飲有限公司,82801205,台北市信義區基隆路2段81號1樓，81之1號1樓,A-182801205-00001-5,餐飲場所
申子辰有限公司,82801330,台北市信義區松山路11號B1,A-182801330-00001-4,餐飲場所
鼎霖全球商貿有限公司,82802181,台北市信義區松仁路28號B2樓,A-182802181-00004-2,餐飲場所
象山日光珈琲有限公司,82809001,台北市信義區信義路5段150巷22弄55號1樓,A-182809001-00003-9,餐飲場所
博匠國際餐飲股份有限公司,82809591,台北市信義區松智路17號47樓,A-182809591-00001-1,餐飲場所
極品國際餐飲股份有限公司,82813103,台北市信義區松仁路58號10F,A-182813103-00002-6,餐飲場所
懿咖啡有限公司,82813390,台北市信義區永吉路17-19號2樓,A-182813390-00009-1,餐飲場所
一六國際股份有限公司,82815897,台北市信義區忠孝東路五段68號B1,A-182815897-00001-7,餐飲場所
儂舍有限公司,83603885,台北市信義區光復南路587號,A-183603885-00001-0,餐飲場所
五告喝拎有限公司,83623989,台北市信義區虎林街133號1樓,A-183623989-00001-7,餐飲場所
饗樂餐飲實業股份有限公司信義虎林分公司,83630975,台北市信義區信義路6段106號,A-183630975-00001-0,餐飲場所
純萃優鮮有限公司,83653511,台北市信義區松高路12號B1F,A-183653511-00008-8,餐飲場所
意寬股份有限公司,83684556,台北市信義區松仁路90號3樓,A-183684556-00001-4,餐飲場所
怡康國際有限公司,83688321,台北市信義區松壽路 12號 5樓,A-183688321-00001-8,餐飲場所
品銘有限公司,83704976,台北市信義區松壽路12號4樓,A-183704976-00001-3,餐飲場所
好兆頭有限公司,83715024,台北市信義區福德街153號1樓,A-183715024-00001-9,餐飲場所
漢超杰有限公司,83726660,台北市信義區光復南路553號1樓,A-183726660-00001-7,餐飲場所
漢來美食股份有限公司台北信義分公司,83758748,台北市信義區基隆路一段333號34樓,A-183758748-00001-9,餐飲場所
漢來美食股份有限公司台北信義分公司,83758748,台北市信義區松高路11號B2,A-183758748-00002-0,餐飲場所
靝菜餐飲有限公司,83769077,台北市信義區忠孝東路4段559巷12號,A-183769077-00001-6,餐飲場所
堡時商行,88311198,台北市信義區忠孝東路5段422號,A-188311198-00001-8,餐飲場所
喆喆生活商行,88354843,台北市信義區和平東路三段331號,A-188354843-00002-3,餐飲場所
良良海南雞飯店,88356069,台北市信義區虎林街132巷44號1樓,A-188356069-00001-4,餐飲場所
漂釀餐飲商行,88357953,台北市信義區松隆路68號,A-188357953-00001-7,餐飲場所
威盛環球廚坊,88360155,台北市信義區松壽路11號B2,A-188360155-00001-5,餐飲場所
西木子食品行,88362533,台北市信義區福德街302號,A-188362533-00001-7,餐飲場所
富勝珊工作室,88365291,台北市信義區松山路541巷14弄1號1樓,A-188365291-00001-1,餐飲場所
崙河企業社,88367973,台北市信義區松山路551號,A-188367973-00001-0,餐飲場所
冰河世紀店舖,88368109,台北市信義區莊敬路346號1樓,A-188368109-00001-2,餐飲場所
豐聿小吃店,88368776,台北市信義區莊敬路381號1樓,A-188368776-00001-2,餐飲場所
萬鼎食堂,88368972,台北市信義區松隆路213號,A-188368972-00001-0,餐飲場所
巨蛋安好食店,88369521,台北市信義區忠孝東路4段553巷16弄4號,A-188369521-00001-1,餐飲場所
宏霖企業社,88369705,台北市信義區莊敬路277號1樓,A-188369705-00001-5,餐飲場所
杰樂商行,88372194,台北市信義區永吉路30巷7號1樓,A-188372194-00001-1,餐飲場所
品順小吃店,88374257,台北市信義區莊敬路359號1樓,A-188374257-00001-3,餐飲場所
海肯商行,88376488,台北市信義區和平東路3段291號1樓,A-188376488-00001-1,餐飲場所
克芮工作室,88376733,台北市信義區忠孝東路4段553巷22弄2之1號,A-188376733-00001-4,餐飲場所
統一超商股份有限公司,22555003,台北市信義區松高路11號B2樓,T-122555003-29888-4,餐飲場所
拾壹餐飲店,31850364,台北市信義區忠孝東路4段553巷12號,A-200147086-00001-6,餐飲場所
愛麗絲世界有限公司,,台北市信義區信義路六段9號1樓,A-200147116-00001-0,餐飲場所
阿珠小吃店,48683616,台北市信義區忠孝東路5段236巷26號,A-200147175-00001-5,餐飲場所
和平海王子海鮮粥,,台北市信義區和平東路3段369號1樓,A-200147319-00001-5,餐飲場所
王昱翔,,台北市信義區松山路415號1樓,A-200147345-00001-4,餐飲場所
梁記涼麵,81694282,台北市信義區永吉路30巷158弄1號1樓,A-200147373-00001-5,餐飲場所
布朗客企業社,42288384,台北市信義區忠孝東路四段553巷6弄14-1號,A-200147421-00001-9,餐飲場所
春發小吃店,42503460,台北市信義區逸仙路42巷11號,A-200147423-00001-1,餐飲場所
乾脆點餐飲店,,台北市信義區松隆路343號,A-200147438-00001-7,餐飲場所
好饗義商行,75247770,台北市信義區基隆路一段190巷9號,A-200147528-00001-7,餐飲場所
九樂食堂,72965734,台北市信義區虎林街132巷5-2號,A-200147799-00002-8,餐飲場所
里拉六街歐陸廚房,82308365,台北市信義區基隆路二段131之24號,A-200147936-00002-1,餐飲場所
神樂坂日式料理店,42492111,台北市信義區和平東路3段177號1樓,A-200147947-00001-2,餐飲場所
順口蚵仔麵線,38492321,台北市信義區吳興街156巷3號1樓,A-200148338-00001-7,餐飲場所
昱醇食堂,,台北市信義區福德街268巷30弄18號1樓,A-200148499-00001-5,餐飲場所
馬丁鐵板沙威瑪,,台北市信義區吳興街168號,A-200148625-00001-6,餐飲場所
辣極小吃店,26357124,台北市信義區松山路515巷2弄19號,A-200148639-00001-1,餐飲場所
十二籃火鍋小吃店,38505732,台北市信義區逸仙路50巷28號,A-200163995-00001-3,餐飲場所
東鄉牛肉麵,,台北市信義區嘉興街179之16,A-200164072-00001-0,餐飲場所
松田股份有限公司,83513977,台北市信義區松隆路73巷2號1樓,A-200164138-00001-3,餐飲場所
立良商號,38473372,台北市信義區永吉路61號,A-200164193-00001-4,餐飲場所
紳士商號,,台北市信義區福德街302號,A-200164229-00001-4,餐飲場所
紳士商號,,台北市信義區福德街302號,A-200164230-00001-6,餐飲場所
快樂飲小吃坊,,台北市信義區大道路86號,A-200164295-00001-7,餐飲場所
半島牛肉麵店,42433710,台北市信義區忠孝東路5段215巷23號1樓,A-200164431-00001-9,餐飲場所
台蔬蔬果牛肉,,台北市信義區虎林街103號之1,A-200164477-00001-9,餐飲場所
茶壺蝦餐坊,38471326,台北市信義區松隆路335號1樓,A-200164608-00001-5,餐飲場所
臺北市王記四神湯,,台北市信義區永吉路30巷177弄1號,A-200164619-00001-7,餐飲場所
焗的飽平價義式焗烤,,台北市信義區永吉路443巷48號,A-200164744-00001-6,餐飲場所
創馨食藝事業股份有限公司,,台北市信義區基隆路1段430號,A-200164762-00001-6,餐飲場所
王鍋屋餐飲國際有限公司,,台北市信義區逸仙路50巷20號1樓,A-200164812-00001-2,餐飲場所
思犇小吃部,79378099,台北市信義區吳興街38號,A-200164827-00001-8,餐飲場所
老幸福,,台北市信義區永吉路30巷102弄4號,A-200165180-00001-1,餐飲場所
夏蓮居自助餐,81688991,台北市信義區松山路282號,A-200165187-00001-8,餐飲場所
兩隻小魚企業社,38530768,台北市信義區忠孝東路4段553巷2弄11號,A-200165637-00001-8,餐飲場所
星島餐飲有限公司松山店,00581919,台北市信義區松山路154號1樓,A-200165673-00001-8,餐飲場所
志華燒腊店,,台北市信義區嘉興街131號1樓,A-200165741-00001-4,餐飲場所
快餐車小吃店,48583861,台北市信義區大道里忠孝東路５段７９０巷２５弄１１號,A-200165750-00001-4,餐飲場所
燒肉龍小吃店,42502835,台北市信義區福德街5號1樓,A-200165824-00001-6,餐飲場所
響宴美食館,26225124,台北市信義區松德路64號,A-200200625-00001-5,餐飲場所
提妲拉Original Thai Kitchen,,台北市信義區基隆路1段37巷1之27號4樓之1,A-200200699-00001-6,餐飲場所
泰鴻食品股份有限公司,,台北市信義區忠孝東路四段553巷22弄13號,A-200200759-00002-4,餐飲場所
福德餡餅店,48910112,台北市信義區福德街268巷45號1樓,A-200201705-00001-5,餐飲場所
澳滋有限公司,50775181,台北市信義區吳興街345號,A-200201813-00001-5,餐飲場所
巨林美而美早餐店,93163008,台北市信義區吳興街156巷35號1樓,A-200201819-00001-1,餐飲場所
正好有人有限公司,83726459,台北市信義區莊敬路314號1樓,A-200201842-00001-7,餐飲場所
永吉水餃店,48750895,台北市信義區永吉路278巷21號1樓,A-200202165-00001-6,餐飲場所
豆膳美味食堂,88160234,台北市信義區莊敬路391巷1號1樓,A-200202176-00001-8,餐飲場所
溫州鮮餛飩,26260521,台北市信義區中興里信義路４段３９５巷６弄１３號,A-200227642-00001-3,餐飲場所
麵鄉小吃店,38472036,台北市信義區虎林街132巷88號1樓,A-200227730-00001-1,餐飲場所
蒸籠坊,14345716,台北市信義區基隆路1段350號1樓之51,A-200227739-00001-0,餐飲場所
本丸串烤,,台北市信義區台北市信義區中坡南路142號,A-200227798-00001-5,餐飲場所
李夢學鍋燒麵,42529291,台北市信義區西村里信義路五段１５號地下一樓,A-200227885-00001-2,餐飲場所
黃月紅,38525890,台北市信義區西村里信義路５段１５號地下１樓,A-200227887-00001-4,餐飲場所
考非の店,42529285,台北市信義區西村里信義路五段１５號地下一樓,A-200227889-00001-6,餐飲場所
阿朱媽食堂,75951614,台北市信義區莊敬路368號1樓,A-200228062-00001-0,餐飲場所
采芝樓餐廳,04681008,台北市信義區永吉路274號及274號2樓及276號2樓,A-200228130-00001-6,餐飲場所
雞湯殿料理所,76319239,台北市信義區三犁里松仁路２１５巷２號１樓,A-200228389-00001-2,餐飲場所
康那芝國際有限公司,90755730,台北市信義區松高路12號B2,A-200228629-00001-9,餐飲場所
永井料理店,42423327,台北市信義區吳興街81號,A-200228799-00001-7,餐飲場所
永井料理店,42423327,台北市信義區吳興街156巷7弄2號一樓,A-200228799-00002-8,餐飲場所
玖肆伍商行,88210728,台北市信義區和平東路3段269號,A-200229043-00001-0,餐飲場所
The Hippo Coffee Bar,,台北市信義區虎林街164巷60弄27號,A-200245918-00001-9,餐飲場所
日安精緻早點,48706505,台北市信義區安康里松德路１６９巷５號１樓,A-200246023-00001-7,餐飲場所
找餐二店輕食工坊,38560447,台北市信義區吳興街284巷20弄27號1樓,A-200246116-00001-0,餐飲場所
品烘焙烘焙坊,88304160,台北市信義區福德街222號,A-200246316-00001-2,餐飲場所
燕子早午餐,88251369,台北市信義區中興里信義路四段３９５巷６弄１５號,A-200246522-00001-1,餐飲場所
萬發萬萬食品行,81710712,台北市信義區松山路157號1樓,A-200246660-00001-4,餐飲場所
潮品美食股份有限公司,90016067,台北市信義區松高路19號6F,A-200246756-00001-0,餐飲場所
Jane味碳烤三明治,,台北市信義區莊敬路423巷2弄2號,A-200246926-00001-9,餐飲場所
小太陽美食企業社,88302819,台北市信義區松智路17號B2,A-200247422-00002-2,餐飲場所
小樂天餃子館,01626973,台北市信義區忠孝東路５段１５１號１樓,A-200247480-00001-5,餐飲場所
奇謀小館,25550570,台北市信義區松隆路8號1樓,A-200247596-00001-3,餐飲場所
麻尚豪,,台北市信義區松隆路366-1號,A-200247792-00001-1,餐飲場所
品鮮食坊,42429032,台北市信義區松山路473號,A-200248115-00001-1,餐飲場所
莫兒國際有限公司,91046814,台北市信義區逸仙路42巷19號1樓,A-191046814-00001-2,餐飲場所
小食后股份有限公司,91054412,台北市信義區松仁路36號,A-191054412-00001-5,餐飲場所
閃電咖啡股份有限公司,91054433,台北市信義區永吉路30巷178弄1號,A-191054433-00002-9,餐飲場所
賦両餐飲有限公司,91054460,台北市信義區松壽路11號,A-191054460-00003-0,餐飲場所
毆買尬小吃有限公司,91061286,台北市信義區松山路477號1樓,A-191061286-00001-2,餐飲場所
杏品欣興業股份有限公司,91068942,台北市信義區忠孝東路4段559巷16弄18號1樓,A-191068942-00001-8,餐飲場所
恆凱有限公司,91070449,台北市信義區松高路12號B2,A-191070449-00003-5,餐飲場所
山知間股份有限公司,91077560,台北市信義區基隆路一段163之2號1樓,A-191077560-00001-4,餐飲場所
泰風股份有限公司,91084915,台北市信義區信義路五段122號,A-191084915-00001-6,餐飲場所
自煮生活文化創意有限公司,91109795,台北市信義區松山路11號3樓,A-191109795-00001-0,餐飲場所
放餐飲國際股份有限公司,91114235,台北市信義區嘉興街70之3號1樓,A-191114235-00001-5,餐飲場所
饗樂餐飲實業股份有限公司信義吳興分公司,91120573,台北市信義區吳興街281巷59號,A-191120573-00001-7,餐飲場所
嘉揚國際餐飲有限公司,91120686,台北市信義區吳興街61號,A-191120686-00003-4,餐飲場所
年輕有為餐飲商行,91408442,台北市信義區基隆路二段131-24號,A-191408442-00001-1,餐飲場所
年輕有為餐飲商行,91408442,台北市信義區基隆路二段131-24號、131-25號2樓,A-191408442-00002-2,餐飲場所
年輕有為餐飲商行,91408442,台北市信義區基隆路二段131-24號、131-25號2樓,A-191408442-00003-3,餐飲場所
年輕有為餐飲商行,91408442,台北市信義區基隆路二段131-24號、131-25號2樓,A-191408442-00004-4,餐飲場所
鍋日子鍋物,91426764,台北市信義區基隆路二段131號之24 c23,A-191426764-00001-8,餐飲場所
艾舫企業社,91781948,台北市信義區基隆路一段89號,A-191781948-00001-6,餐飲場所
財團法人喜憨兒社會福利基金會,92070381,台北市信義區和平東路三段341巷7號1樓,A-192070381-00037-8,餐飲場所
財團法人喜憨兒社會福利基金會,92070381,台北市信義區光復南路461號,A-192070381-00052-5,餐飲場所
四事安企業社,93036192,台北市信義區忠孝東路五段8號B2,A-193036192-00002-3,餐飲場所
鋭洋企業社,93082890,台北市信義區松山路11號B1 G2-3號,A-193082890-00001-8,餐飲場所
九禹股份有限公司永春分公司,93112629,台北市信義區忠孝東路5段297號地下一層,A-193112629-00001-2,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區忠孝東路五段297號B1(永春捷運站),A-197161500-00006-3,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區莊敬路336號,A-197161500-00007-4,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區基隆路一段422號,A-197161500-00251-5,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區松仁路204號,A-197161500-00262-7,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區信義路六段88號,A-197161500-00304-4,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區光復南路465號,A-197161500-00690-2,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區松仁路100號二樓,A-197161500-00716-1,餐飲場所
富利餐飲股份有限公司,97161500,台北市信義區永吉路229號,A-197161500-01018-7,餐飲場所
藝昇鐵板燒,72987580,台北市信義區和平東路3段327號,A-200159943-00001-1,餐飲場所
活醉蝦小吃店,15658931,台北市信義區松山路515巷2弄19號,A-200160024-00001-3,餐飲場所
勁威茶飲行,25556075,台北市信義區莊敬路198號,A-200160216-00001-6,餐飲場所
三匠國際企業社,76436588,台北市信義區吳興街284巷17之3號1樓,A-200160541-00001-7,餐飲場所
美香閒酥鷄店,79868342,台北市信義區吳興街156巷25弄2號,A-200160598-00001-9,餐飲場所
叢檸冰房,,台北市信義區虎林街88巷3號,A-200160628-00001-3,餐飲場所
眷村涼麵,42546030,台北市信義區松隆路68號1f,A-200160766-00001-6,餐飲場所
錦達事業有限公司,,台北市信義區松仁路58號B3 (遠百A13),A-200160896-00002-1,餐飲場所
錦達事業有限公司,,台北市信義區菸廠路88號B1 (八王子),A-200160896-00003-2,餐飲場所
東芳餐飲,,台北市信義區林口街6號1樓,A-200160927-00001-5,餐飲場所
馥鼎小吃館,75211132,台北市信義區吳興街63號1樓,A-200160930-00001-9,餐飲場所
饌宥實麵包館,,台北市信義區莊敬路391巷5號,A-200160951-00001-2,餐飲場所
